province;red;green;blue;x;x
4207;129;51;84;Turpan;x
4208;196;198;53;Gurbantünggüt;x
4209;129;112;172;Maralbexi;x
4210;101;69;107;Yangi Hissar;x
4211;72;32;16;Dazhou;x
4212;122;61;105;Jiazhou;x
4213;40;46;10;Luzhou;x
4214;26;53;83;Kalar;x
4215;22;100;123;Fudali;x
4216;74;143;77;Ulch;x
4217;52;80;119;Pijin;x
4218;69;105;171;Buteha;x
4219;117;42;41;Bayan Tumen;x
4220;44;113;137;Khiagt;x
4221;148;144;46;Dundgovi;x
4222;50;81;144;Ulaangom;x
4223;209;115;2;Hetao;x
4224;36;150;179;Tokai Sea;x
4225;64;173;200;Coast of Hokkaido;x
4226;29;124;148;North Japan Basin;x
4227;105;96;64;Jinju;x
4228;195;44;140;Naju;x
4229;188;200;56;Chungju;x
4230;158;186;44;Suwon;x
4231;231;184;20;Haeju;x
4232;145;81;35;Ganggye;x
4233;31;182;184;Bahai Sea;x
4234;45;117;167;Eastern Yellow Sea;x
4235;144;225;232;Vistula Lagoon;x
4236;255;0;0;Trencin;x
4237;48;237;244;Olomouc;x
4238;37;208;93;Liegnitz;x
4239;239;10;10;Belgrade;x
4240;89;225;36;Fejer;x
4241;203;127;53;Wenden;x
4242;35;224;48;Ula;x
4243;239;225;69;Toropets;x
4244;170;114;128;Starodub;x
4245;69;133;239;Vyazma;x
4246;152;182;201;Mstislav;x
4247;34;217;219;Owrucz;x
4248;215;30;112;Kashin;x
4249;141;220;172;Zubtsov;x
4250;153;30;210;Mologa;x
4251;46;39;195;Mozhaisk;x
4252;83;167;188;Kolomna;x
4253;15;241;244;Yuriev;x
4254;222;17;17;Starodub;x
4255;215;103;103;Pronsk;x
4256;44;142;46;Solvychegodsk;x
4257;44;152;95;Mezen;x
4258;9;169;133;Onega;x
4259;201;146;58;Velsk;x
4260;79;181;81;Vyshny Volochyok;x
4261;166;50;94;Ustyuzhna;x
4262;31;227;36;Totma;x
4263;171;13;54;Cherepovets;x
4264;159;200;147;Tetyushi;x
4265;39;208;178;Ar-Chally;x
4266;191;107;198;Izhkar;x
4267;198;197;95;Bolgar;x
4268;213;56;56;Aqabah;x
4269;214;231;24;Al Wajh;x
4270;209;227;59;Azraq;x
4271;91;196;33;Suwayda;x
4272;255;14;59;Al Jawf;x
4273;127;84;164;Al-Kariatan;x
4274;31;210;90;Sudayr;x
4275;53;200;195;Al-Yamamah;x
4276;188;102;18;Jabal Tubaiq;x
4277;219;23;88;Taifa;x
4278;69;59;200;Qunfudhah;x
4279;67;107;179;Zabid;x
4280;215;128;24;Taiz;x
4281;67;191;24;Dhamar;x
4282;210;179;54;Sahda;x;
4283;224;24;38;Shihr;x
4284;99;150;71;Al Ghayda;x
4285;181;124;124;Baraimi Oasis;x
4286;187;208;10;Sur;x
4287;200;92;20;Ibra;x
4288;83;203;86;Shatt;x
4289;17;195;138;Shushtar;x
4290;79;184;27;Hoveyzeh;x
4291;168;219;32;Qazaniya;x
4292;53;76;176;Mardin;x
4293;212;79;154;Arbil;x
4294;150;146;41;Sulimaniyeh;x
4295;48;167;51;Hisn Kayfa;x
4296;116;62;183;Bitlis;x
4297;99;32;200;Homs;x
4298;231;78;10;Ayntab;x
4299;70;198;70;Shamakhi;x
4300;225;205;36;Mianeh;x
4301;232;184;55;Gori;x
4302;13;94;109;Bayazid;x
4303;213;197;16;Oltu;x
4304;184;111;111;Khoy;x
4305;210;42;42;Shaki;x
4306;117;109;201;Khumuk;x
4307;134;177;141;Aksaray;x
4308;69;25;75;Denizli;x
4309;118;176;123;Aydin;x
4310;135;155;105;Divrigi;x
4311;67;121;108;Karahisar;x
4312;105;195;57;Sultanönü;x
4313;94;189;108;Kangiri;x
4314;159;73;73;Kirshehir;x
4315;124;60;86;Tokat;x
4316;51;172;108;Mansura;x
4317;99;77;195;Buhaira;x
4318;63;128;27;Atfih;x
4319;163;183;82;Isna;x
4320;195;83;191;Girga;x
4321;121;21;154;Eastern Desert;x
4322;184;65;29;DELETED;x
4323;224;40;15;Farafreh;x
4324;149;186;149;Ghuriyan;x
4325;222;47;29;Sarakhs;x
4326;134;196;131;Nishapur;x
4327;244;221;131;Jask;x
4328;143;34;255;Chagai;x
4329;96;128;136;Fasa;x
4330;54;193;106;Darab;x
4331;212;14;89;Kazarun;x
4332;112;120;148;Siraf;x
4333;104;180;181;Dahlak Archipelago;x
4334;224;12;72;Tabas;x
4335;236;112;20;Kashan;x
4336;215;155;85;Tus;x
4337;73;158;166;Savah;x
4338;201;70;30;Soltanieh;x
4339;208;71;200;Rasht;x
4340;88;224;142;Astara;x
4341;191;220;33;Sari;x
4342;208;198;117;Malamir;x
4343;208;26;73;Termez;x
4344;178;231;94;Kish;x
4345;155;155;198;Saidabad;x
4346;149;226;227;Qamr Bay;x
4347;144;206;207;Pirate Coast;x
4348;198;47;101;Ifuago;x
4349;105;219;142;Laguna;x
4350;154;86;212;Mindoro;x
4351;104;196;152;Buglas;x
4352;219;168;88;Cebu;x
4353;89;35;145;Leyte;x
4354;135;77;125;Zamboanga;x
4355;248;245;172;Caraga;x
4356;201;167;29;Taytay;x
4357;125;226;241;Visayan Sea;x
4358;112;219;220;Cuyo Archipelago;x
4359;185;227;40;Ise;x
4360;235;159;33;Mikawa;x
4361;203;124;124;East March;x
4362;220;22;22;West March;x
4363;212;118;56;Argyll;x
4364;236;203;22;Inner Hebrides;x
4365;177;171;135;Mann;x
4366;196;128;0;Montgomery;x
4367;219;150;147;Hull;x
4368;231;51;43;Scarborough;x
4369;221;244;212;Carmarthen;x
4370;115;143;176;Cambridgeshire;x
4371;146;207;152;Sussex;x
4372;207;182;116;Coventry;x
4373;161;114;192;Devon;x
4374;155;153;90;Dorset;x
4375;229;133;39;Chester;x
4376;160;66;61;Leicester;x
4377;91;132;207;Ormond;x
4378;207;145;145;Kinsale;x
4379;181;38;38;Middlands;x
4380;186;74;52;Donegal;x
4381;24;57;119;Oversticht;x
4382;213;194;38;Ommeland;x
4383;220;189;139;Haag;x
4384;234;156;30;Rennes;x
4385;206;210;106;Cotentin;x
4386;153;88;207;Vendee;x
4387;227;104;55;Angouleme;x
4388;90;50;219;Chartres;x
4389;212;131;52;Touraine;x
4390;154;146;0;Troyes;x
4391;208;37;117;Vivarais;x
4392;227;148;148;Auxerrois;x
4393;181;227;89;Tabayin;x
4394;223;76;249;Salin;x
4395;7;183;221;Yamethin;x
4396;38;227;36;Prome;x
4397;87;141;35;Yawnghwe;x
4398;145;54;67;Mawkmai;x
4399;209;206;232;Dagon;x
4400;4;138;139;Naga Hills;x
4401;99;2;220;Arakan Mountains;x
4402;8;19;70;Gaoligong Mountains;x
4403;174;133;74;Hengduan Mountains;x
4404;186;179;78;Minsin;x
4405;135;83;198;Katha;x
4406;131;123;246;Mong Kung;x
4407;231;58;53;Hambantota;x
4408;227;170;169;Puttalam;x
4409;154;153;27;Trincomalee;x
4410;166;186;106;Kumari;x
4411;212;178;42;Pugal;x
4412;133;65;23;Dindigul;x
4413;198;87;134;Cannanore;x
4414;52;160;146;Salem;x
4415;178;189;107;Negapatam;x
4416;157;72;136;Tranqebar;x
4417;141;167;109;Kanchipuram;x
4418;117;239;166;Nelore;x
4419;38;123;72;Adanki;x
4420;186;136;135;Chandragiri;x
4421;139;213;167;Seringapatam;x
4422;164;123;44;Sira;x
4423;160;139;213;Gutti;x
4424;200;161;210;Adavani;x
4425;41;164;76;Kondavidu;x
4426;125;191;66;Chitradurg;x
4427;203;173;64;Honnavara;x
4428;169;212;66;Mudgal;x
4429;136;124;77;Rajapur;x
4430;152;147;85;Daman;x
4431;179;186;121;Kolhapur;x
4432;98;169;103;Junir;x
4433;163;195;165;Nasik;x
4434;186;154;125;Dharangaon;x
4435;88;201;147;Sholhapur;x
4436;136;232;0;Devarakonda;x
4437;54;129;205;Paithre;x
4438;205;54;168;Nander;x
4439;145;107;154;Khamammet;x
4440;130;111;51;Narayanpur;x
4441;194;210;199;Ganjam;x
4442;85;174;169;Washim;x
4443;149;183;181;Bhandara;x
4444;34;42;215;Manidurg;x
4445;219;203;71;Kanker;x
4446;169;171;101;Kalahandi;x
4447;71;148;48;Patna-Garjat;x
4448;33;48;2;Parlakhimedi;x
4449;26;159;60;Jammu;x
4450;178;193;146;Mayurbhanj;x
4451;177;236;52;Sonpur;x
4452;201;133;87;Ratanpur;x
4453;219;144;64;Thalner;x
4454;181;86;133;Porbandar;x
4455;185;186;60;Diu;x
4456;159;60;34;Jhalavad;x
4457;145;120;59;Cambay;x
4458;83;131;220;Narbada;x
4459;175;215;67;Saugor;x
4460;184;119;42;Handia;x
4461;110;157;103;Ujjain;x
4462;117;210;107;Vagad;x
4463;217;58;31;Bhatnair;x
4464;75;196;192;Bundi;x
4465;27;212;53;Ranthambore;x
4466;169;43;205;Mahoba;x
4467;123;99;213;Kalinjar;x
4468;139;196;111;Bandogarh;x
4469;160;208;76;Rohtasgarh;x
4470;154;48;40;Soumelpur;x
4471;167;163;46;Bishnupur;x
4472;179;62;43;Monghir;x
4473;113;133;32;Tripura;x
4474;24;58;154;Sonargaon;x
4475;143;28;164;Fathabad;x
4476;203;30;140;Nadia;x
4477;128;58;103;Howrah;x
4478;61;102;20;Haibatnagar;x
4479;174;31;98;Goraghat;x
4480;205;97;50;Mahikantha;x
4481;136;104;42;Punakah;x
4482;140;34;49;Sikkim;x
4483;155;64;94;Morung;x
4484;118;110;21;Makwanpur;x
4485;193;52;118;Palpa;x
4486;171;177;19;Purnia;x
4487;148;81;21;Saran;x
4488;123;80;42;Champaran;x
4489;171;132;97;Hajipur;x
4490;174;36;95;Ghazipur;x
4491;156;116;221;Dang;x
4492;13;33;111;Doti;x
4493;230;154;212;Sirmur;x
4494;71;99;200;Khairabad;x
4495;33;52;116;Feyzabad;x
4496;30;17;88;Kora;x
4497;54;145;99;Qannauj;x
4498;255;102;0;Sambhal;x
4499;82;102;0;Bareily;x
4500;74;162;0;Bharatpur;x
4501;57;188;152;Bhilwara;x
4502;33;53;48;Merta;x
4503;26;88;92;Mansura;x
4504;177;200;201;Naserpur;x
4505;36;125;131;Khairpur;x
4506;184;27;108;Barmer;x
4507;100;83;123;Churu;x
4508;66;30;116;Bahawalpur;x
4509;124;37;78;Karor;x
4510;193;162;69;Shorkot;x
4511;102;77;89;Bhera;x
4512;49;208;224;Bharuch;x
4513;50;71;157;Dipalpur;x
4514;219;157;116;Sakya;x
4515;86;55;145;Gyirong;x
4516;167;66;99;Purang;x
4517;52;169;90;Nedong;x
4518;61;145;123;Tsurphu;x
4519;68;108;100;Damxung;x
4520;118;126;72;Rutog;x
4521;63;93;131;DELETED;x
4522;108;61;52;Chungyang;x
4523;192;6;69;Inowroclaw;x
4524;77;251;233;Dobrzyn;x
4525;152;90;7;Rawa;x
4526;176;178;68;Gniezno;x
4527;84;110;247;Checiny;x
4528;113;193;204;Kuyavia;x
4529;148;138;245;Iasi;x
4530;135;97;96;Birlad;x
4531;56;160;69;Giurgiu;x
4532;200;147;231;Severin;x
4533;100;226;85;Wielun;x
4534;171;8;15;Upita;x
4535;181;39;199;Wilkimierz;x
4536;125;175;248;Lida;x
4537;2;159;164;Nowogrodek;x
4538;70;186;107;Chelm;x
4539;79;252;132;Kremenets;x
4540;174;173;70;Winnica;x
4541;166;72;55;Drohobycz;x
4542;216;183;153;Lubnie;x
4543;3;190;120;Rylsk;x
4544;235;46;209;Bobrujsk;x
4545;145;7;164;Sluck;x
4546;121;225;48;Malaga;x
4547;155;170;197;Albacete;x
4548;242;90;38;Huelva;x
4549;7;115;1;Xativa;x
4550;217;244;86;Castellon;x
4551;73;146;227;Avila;x
4552;130;85;172;Palencia;x
4553;43;46;167;Zamora;x
4554;146;111;28;Lugo;x
4555;183;26;10;Vigo;x
4556;184;42;69;Aviero;x
4557;240;89;1;Lleida;x
4558;155;55;22;Orense;x
4559;0;63;140;Minorca;x
4560;118;241;78;Ibiza;x
4561;1;230;30;Tetouan;x
4562;182;33;133;Mers el Kebir;x
4563;7;121;35;Sale;x
4564;6;134;126;Anfa;x
4565;227;16;124;Tenerife;x
4566;105;24;165;Kairwan;x
4567;81;109;203;Sabha;x
4568;173;82;127;Demnate;x
4569;198;135;133;High Atlas3;x
4570;0;14;150;Texcoco;x
4571;40;69;175;Tlacopan;x
4572;80;137;200;Malinalco;x
4573;120;176;225;Acámbaro;x
4574;160;14;250;Tzintzuntzan;x
4575;200;69;150;Puruaran;x
4576;240;137;175;Amaxocotlan;x
4577;202;14;175;Tohono;x
4578;1;176;200;Tzapotzingo;x
4579;41;14;225;Sayula;x
4580;81;69;250;Tecoman;x
4581;121;137;150;Yohualtepec;x
4582;161;176;175;Teotitlan;x
4583;201;14;200;DELETED;x
4584;241;69;225;Mitla;x
4585;2;137;250;Tzotzil;x
4586;42;176;150;Ystapalapán;x
4587;82;14;175;Qumarkaj;x
4588;122;69;200;Kobox;x
4589;162;137;225;Moran;x
4590;202;176;250;Xiu;x
4591;242;14;150;Sotuta;x
4592;3;69;175;Ulva;x
4593;43;137;200;Copán;x
4594;83;176;225;Tzul;x
4595;123;14;250;Guaymi;x
4596;163;69;150;DELETED;x
4597;203;137;175;Talamanca;x
4598;243;176;200;Cuauhtochco;x
4599;4;14;225;Sinu;x
4600;44;69;250;Magangue;x
4601;84;137;150;DELETED;x
4602;124;176;175;Motilones;x
4603;164;14;200;Moniquira;x
4604;204;69;225;Pasto;x
4605;244;137;250;DELETED;x
4606;242;69;200;Chichitames;x
4607;5;176;150;DELETED;x
4608;55;14;175;DELETED;x
4609;85;69;200;Variquicimeto;x
4610;125;137;225;DELETED;x
4611;165;176;250;DELETED;x
4612;205;14;150;Valencia;x
4613;245;69;175;San Carlos;x
4614;6;137;200;DELETED;x
4615;66;176;225;DELETED;x
4616;86;14;250;DELETED;x
4617;126;69;150;DELETED;x
4618;166;137;175;Yaquimo;x
4619;206;176;200;Marien;x
4620;246;14;225;Ciguayo;x
4621;7;69;250;Higuey;x
4622;67;137;150;Canimar;x
4623;87;176;175;Escambrey;x
4624;127;14;200;Guane;x
4625;167;69;225;DELETED;x
4626;247;176;150;Potano;x
4627;8;14;175;DELETED;x
4628;68;69;200;DELETED;x
4629;88;137;225;DELETED;x
4630;128;176;250;DELETED;x
4631;168;14;150;Isleta;x
4632;208;69;175;Zia;x
4633;248;137;200;DELETED;x
4634;9;176;225;DELETED;x
4635;69;14;250;Taaqtam;x
4636;89;69;150;DELETED;x
4637;129;137;175;Ohlone;x
4638;169;176;200;Wintun;x
4639;209;14;225;DELETED;x
4640;249;69;250;Tecpatitlan;x
4641;1;137;150;Xilotepec;x
4642;61;176;175;Pame;x
4643;81;14;200;Xiconaque;x
4644;121;69;225;DELETED;x
4645;161;137;250;Xochipillan;x
4646;201;176;150;Tarahumara;x
4647;241;14;175;Xiximes;x
4648;2;69;200;Acaxee;x
4649;62;137;250;Mayo;x
4650;82;176;150;Opata;x
4651;214;134;156;Tsushima;x
4652;140;69;200;Haicheng;
4653;117;192;171;Maolian;x
4654;60;240;76;DELETED;x
4655;194;93;131;Shilimian;x
4656;95;228;201;Wolanhe;x
4657;220;32;204;Nangnim Mountains;x
4658;245;120;6;Nanghaer;x
4659;237;134;253;Tulutingshan;x
4660;130;176;43;Tunhe;x
4661;246;142;22;Edala;x
4662;213;239;212;Halacha;x
4663;163;187;193;Jixi;x
4664;79;144;220;North Buteha;x
4665;18;225;17;South Buteha;x
4666;147;155;192;South Hulunbur;x
4667;209;189;232;North Setsen;x
4668;206;72;139;West Ih Huree;x
4669;137;60;168;East Dornogovi;x
4670;1;153;63;West Khara Narin Ula;x
4671;55;94;80;East Ereen;x
4672;43;141;219;North Ju Ud;x
4673;221;36;225;East Xilin Gol;x
4674;77;35;96;North Jirem;x
4675;122;140;89;Central Jirem;x
4676;27;169;8;West Alxa;x
4677;248;107;18;East Govi;x
4678;147;150;150;East Qaraqorum;x
4679;236;42;149;North Tsetserleg;x
4680;3;38;13;East Zagast;x
4681;215;140;255;North Kobdo;x
4682;106;90;108;South Kobdo;x
4683;186;144;83;East Hoboskar;x
4684;255;216;1;Dzhemenika;x
4685;196;69;0;DELETED;x
4686;255;90;0;DELETED;x
4687;255;186;0;DELETED;x
4688;255;223;172;Baraba;x
4689;255;150;0;Om;x
4690;231;61;8;Ishim;x
4691;255;227;0;DELETED;x
4692;255;213;0;Turgay;x
4693;254;103;217;Keriya;x
4694;172;194;112;Foix;x
4695;195;118;123;Carcassonne;x
4696;243;42;7;Toulon;x
4697;22;120;77;La Marche;x
4698;223;0;153;Cephalonia;x
4699;164;48;47;Arta;x
4700;137;22;12;Lesbos;x
4701;135;128;17;Corinth;x
4702;68;83;143;Siroz;x
4703;190;143;135;Kostendil;x
4704;213;232;183;Tirnovo;x
4705;203;245;164;Gumulcine;x
4706;94;32;199;Tolcu;x
4707;86;92;128;Rosenheim;x
4708;136;148;128;DELETED;x
4709;71;104;32;Passau;x
4710;48;231;108;Bregenz;x
4711;226;210;106;Donauwörth;x
4712;27;146;0;Konstanz;x
4713;185;110;79;Urach;x
4714;139;150;128;Durlach;x
4715;135;130;221;Rothenburg;x
4716;223;230;73;Coburg;x
4717;184;22;22;Bayreuth;x
4718;8;175;128;Aschaffenburg;x
4719;161;116;28;Annecy;x
4720;29;123;204;Geneva;x
4721;192;98;255;Fribourg;x
4722;33;178;172;Illanz;x
4723;63;106;212;Opole;x
4724;28;140;117;Pardubice;x
4725;182;22;144;Jindrichuv Hradec;x
4726;14;8;38;Ostrava;x
4727;11;159;77;Saluzzo;x
4728;23;128;70;Pavia;x
4729;111;248;124;Padova;x
4730;24;248;124;Bologna;x
4731;50;217;66;Spoleto;x
4732;216;236;203;Terracina;x
4733;144;222;92;Molise;x
4734;239;33;241;Avellino;x
4735;77;22;255;Arborea;x
4736;255;193;247;Trapani;x
4737;172;68;159;Girgenti;x
4738;110;243;21;Trieste;x
4739;255;193;31;Bergamo;x
4740;123;111;79;Como;x
4741;206;82;89;Halle;x
4742;24;36;126;Goslar;x
4743;70;32;26;Weimar;x
4744;35;63;199;DELETED;x
4745;86;194;97;Rügen;x
4746;213;132;0;Wolgast;x
4747;111;118;8;Dramburg;x
4748;170;79;248;DELETED;x
4749;39;120;238;Stargardland;x
4750;167;101;106;Kruje;x
4751;162;186;147;Cilli;x
4752;232;189;231;Rijeka;x
4753;144;219;143;Zadar;x
4754;177;229;130;Kotor;x
4755;224;202;77;Podrinje;x
4756;163;165;183;Bjelovar;x
4757;133;229;130;Kolubara;x
4758;186;81;38;Etsch;x
4759;220;54;163;Upper Carinthia;x
4760;194;192;231;Innviertel;x
4761;154;237;147;Traungau;x
4762;243;138;80;Wienerwald;x
4763;238;230;38;Alps6;x
4764;179;106;111;Salins;x
4765;255;253;196;Mulhouse;x
4766;138;136;91;Verdun;x
4767;253;135;143;Zweibrucken;x
4768;253;215;143;Julich;x
4769;125;215;143;Lille;x
4770;181;160;75;s-Hertogenbosch;x
4771;52;36;48;Verden;x
4772;228;189;115;Celle;x
4773;70;135;54;Göttingen;x
4774;175;138;37;Fulda;x
4775;199;14;89;Bielefeld;x
4776;177;186;20;Blois;x
4777;202;126;16;Forez;x
4778;32;31;94;DELETED;x
4779;124;10;162;Gallipoli;x
4780;25;224;138;Ohrid;x
4781;197;9;45;DELETED;x
4782;45;197;9;DELETED;x
4783;9;45;197;DELETED;x
4784;135;45;9;DELETED;x
4785;98;179;208;Sheffield;x
4786;45;27;97;Priegnitz;x
4787;91;178;26;Ribatejo;x
4788;168;196;4;Plasencia;x
4789;254;145;124;Segovia;x
4790;170;98;56;Pangguyangan;x
4791;50;43;20;Cirebon;x
4792;153;169;173;Kendal;x
4793;237;108;140;Pajang;x
4794;148;48;116;Malang;x
4795;221;84;31;Bone;x
4796;237;99;81;Kendari;x
4797;228;249;251;Soppeng;x
4798;4;235;103;Wajo;x
4799;15;154;146;DELETED;x
4800;132;11;182;Paser;x
4801;183;228;84;Batulican;x
4802;79;254;101;Pontianak;x
4803;248;45;0;DELETED;x
4804;148;41;14;Kuching;x
4805;238;141;151;Bintulu;x
4806;228;15;86;DELETED;x
4807;185;69;211;DELETED;x
4808;230;213;205;DELETED;x
4809;58;125;63;DELETED;x
4810;251;189;80;Deli;x
4811;78;19;109;DELETED;x
4812;115;67;188;Gerik;x
4813;193;124;50;Penang;x
4814;204;29;35;Temerloh;x
4815;150;40;142;Singapura;x
4816;81;176;19;DELETED;x
4817;136;32;11;Padang;x
4818;158;68;193;DELETED;x
4819;238;111;151;DELETED;x
4820;179;39;82;DELETED;x
4821;118;178;134;Nghe An;x
4822;240;117;163;Amaravati;x
4823;74;237;125;Gia Lai;x
4824;182;255;0;Dak Lak;x
4825;139;124;98;Pursat;x
4826;134;235;115;Kampot;x
4827;63;194;255;Kampom Pous Thom;x
4828;182;1;4;Preah Vihear;x
4829;235;170;132;Raung Damrey;x
4830;72;209;160;Rayong;x
4831;207;79;128;Thonburi;x
4832;245;59;108;Lopburi;x
4833;182;244;187;DELETED;x
4834;52;21;131;Suphanburi;x
4835;73;71;64;Kanchanaburi;x
4836;118;104;40;Si Thep;x
4837;61;16;160;Muang Ngoi;x
4838;239;13;190;DELETED;x
4839;128;190;153;Champasak;x
4840;174;140;171;Xekong;x
4841;186;15;122;DELETED;x
4842;100;174;128;DELETED;x
4843;130;228;241;DELETED;x
4844;37;164;140;DELETED;x
4845;90;235;85;Mamuju;x
4846;229;139;97;DELETED;x
4847;162;71;29;DELETED;x
4848;29;162;89;DELETED;x
4849;64;217;133;DELETED;x
4850;174;141;221;DELETED;x
4851;97;115;229;DELETED;x
4852;55;67;139;DELETED;x
4853;88;95;140;DELETED;x
4854;73;93;221;DELETED;x
4855;62;74;151;DELETED;x
4856;74;74;198;DELETED;x
4857;88;140;91;DELETED;x
4858;137;231;142;DELETED;x
4859;44;179;51;DELETED;x
4860;24;116;29;DELETED;x
4861;117;158;119;DELETED;x
4862;9;63;12;DELETED;x
4863;179;87;31;DELETED;x
4864;218;177;152;DELETED;x
4865;218;196;123;Kurrama;x
4866;156;144;105;DELETED;x
4867;227;196;94;Wunambul;x
4868;136;85;174;DELETED;x
4869;56;20;83;DELETED;x
4870;40;100;119;DELETED;x
4871;1;70;150;DELETED;x
4872;11;80;175;Wenrohronon;x
4873;21;90;200;DELETED;x
4874;31;100;225;DELETED;x
4875;41;110;150;DELETED;x
4876;51;70;175;DELETED;x
4877;61;80;200;DELETED;x
4878;71;90;225;DELETED;x
4879;81;100;150;Kituwah;x
4880;91;110;175;DELETED;x
4881;101;70;200;DELETED;x
4882;111;80;225;DELETED;x
4883;121;90;150;DELETED;x
4884;141;110;200;DELETED;x
4885;151;70;225;DELETED;x
4886;161;80;150;DELETED;x
4887;241;100;225;DELETED;x
4888;2;110;150;DELETED;x
4889;12;70;175;Mohetan;x
4890;22;80;200;DELETED;x
4891;32;90;225;DELETED;x
4892;42;100;150;DELETED;x
4893;52;110;175;DELETED;x
4894;62;70;200;DELETED;x
4895;72;80;225;DELETED;x
4896;82;90;150;DELETED;x
4897;92;100;175;DELETED;x
4898;102;110;200;DELETED;x
4899;112;70;225;DELETED;x
4900;122;80;150;DELETED;x
4901;132;90;175;DELETED;x
4902;142;100;200;DELETED;x
4903;152;110;225;DELETED;x
4904;171;90;175;DELETED;x
4905;181;100;200;DELETED;x
4906;191;110;225;DELETED;x
4907;201;70;150;DELETED;x
4908;221;80;175;DELETED;x
4909;231;90;200;DELETED;x
4910;162;70;150;DELETED;x
4911;172;80;175;DELETED;x
4912;182;70;150;DELETED;x
4913;192;80;175;DELETED;x
4914;202;90;200;Neosho;x
4915;212;100;225;DELETED;x
4916;222;110;150;DELETED;x
4917;232;70;175;DELETED;x
4918;242;80;200;DELETED;x
4919;3;90;225;DELETED;x
4920;13;100;150;DELETED;x
4921;131;100;175;DELETED;x
4922;23;110;175;DELETED;x
4923;45;70;200;DELETED;x
4924;200;10;1;DELETED;x
4925;200;40;41;DELETED;x
4926;200;70;81;DELETED;x
4927;200;100;121;DELETED;x
4928;200;20;161;DELETED;x
4929;200;50;11;DELETED;x
4930;200;80;51;DELETED;x
4931;200;30;91;DELETED;x
4932;200;60;131;DELETED;x
4933;200;90;171;DELETED;x
4934;210;10;1;Maui;x
4935;210;40;41;Oahu;x
4936;210;70;81;Kauai;x
4937;210;20;121;Lau;x
4938;210;50;161;Vanua Levu;x
4939;210;80;11;DELETED;x
4940;29;216;197;Tulare Lake;x
4941;30;216;201;Lake Coahuila;x
4942;100;200;174;UNUSED;x
4943;100;200;249;UNUSED;x
4944;100;200;49;UNUSED;x
4945;100;200;124;UNUSED;x
4946;100;200;199;UNUSED;x
4947;100;200;74;UNUSED;x
4948;100;200;149;UNUSED;x
4949;100;200;224;UNUSED;x
4950;200;100;24;UNUSED;x
4951;200;100;99;UNUSED;x
4952;200;100;174;UNUSED;x
4953;200;100;249;UNUSED;x
4954;200;100;49;UNUSED;x
4955;200;100;124;UNUSED;x
4956;200;100;199;UNUSED;x
4957;200;100;74;UNUSED;x
4958;200;100;149;UNUSED;x
4959;200;100;224;UNUSED;x
4960;100;200;23;UNUSED;x
4961;100;200;98;UNUSED;x
4962;100;200;173;UNUSED;x	
4963;100;200;248;UNUSED;x	
4964;100;200;48;UNUSED;x
4965;100;200;123;UNUSED;x
4966;100;200;198;UNUSED;x
4967;100;200;73;UNUSED;x
4968;100;200;148;UNUSED;x
4969;100;200;223;UNUSED;x
4970;200;100;23;UNUSED;x
4971;200;100;98;UNUSED;x
4972;200;100;173;UNUSED;x
4973;200;100;248;UNUSED;x
4974;200;100;48;UNUSED;x
4975;200;100;123;UNUSED;x
4976;200;100;198;UNUSED;x
4977;200;100;73;UNUSED;x
4978;200;100;148;UNUSED;x
4979;200;100;223;UNUSED;x
4980;100;200;22;UNUSED;x
4981;100;200;97;UNUSED;x
4982;100;200;172;UNUSED;x
4983;100;200;247;UNUSED;x
4984;100;200;47;UNUSED;x
4985;100;200;122;UNUSED;x
4986;100;200;197;UNUSED;x
4987;100;200;72;UNUSED;x
4988;100;200;147;UNUSED;x
4989;100;200;222;UNUSED;x
4990;200;100;22;UNUSED;x
4991;200;100;97;UNUSED;x
4992;200;100;172;UNUSED;x
4993;200;100;247;UNUSED;x
4994;200;100;47;UNUSED;x
4995;200;100;122;UNUSED;x
4996;200;100;197;UNUSED;x
4997;200;100;72;UNUSED;x
4998;200;100;147;UNUSED;x
4999;200;100;222;UNUSED;x
5000;100;200;21;UNUSED;x
5001;100;200;96;UNUSED;x
5002;100;200;171;UNUSED;x
5003;100;200;246;UNUSED;x
5004;100;200;46;UNUSED;x
5005;100;200;121;UNUSED;x
5006;100;200;196;UNUSED;x
5007;100;200;71;UNUSED;x
5008;100;200;146;UNUSED;x
5009;100;200;221;UNUSED;x
5010;200;100;21;UNUSED;x
5011;200;100;96;UNUSED;x
5012;200;100;171;UNUSED;x
5013;200;100;246;UNUSED;x
5014;200;100;46;UNUSED;x
5015;200;100;121;UNUSED;x
5016;200;100;196;UNUSED;x
5017;200;100;71;UNUSED;x
5018;200;100;146;UNUSED;x
5019;200;100;221;UNUSED;x
5020;100;200;20;UNUSED;x
5021;100;200;95;UNUSED;x
5022;100;200;170;UNUSED;x
5023;100;200;245;UNUSED;x
5024;100;200;45;UNUSED;x
5025;100;200;120;UNUSED;x
5026;100;200;195;UNUSED;x
5027;100;200;70;UNUSED;x
5028;100;200;145;UNUSED;x
5029;100;200;220;UNUSED;x
5030;200;100;20;UNUSED;x
5031;200;100;95;UNUSED;x
5032;200;100;170;UNUSED;x
5033;200;100;245;UNUSED;x
5034;200;100;45;UNUSED;x
5035;200;100;120;UNUSED;x
5036;200;100;195;UNUSED;x
5037;200;100;70;UNUSED;x
5038;200;100;145;UNUSED;x
